ts_code,name,momentum,current_price,rsi,pullback,volatility
301291.SZ,明阳电气,0.21098626716604252,58.2,55.82990397805213,-0.14737767360093762,0.05354673061720303
603320.SH,迪贝电气,0.2107396149949341,23.9,60.07393715341959,-0.062377402903099254,0.05552158659645556
688663.SH,新风光,0.21017857142857133,67.77,63.0260047281324,-0.04455096574087143,0.05467301108668895
600151.SH,航天机电,0.20922832140015912,15.2,62.427745664739874,-0.026888604353393082,0.042436234178899454
601179.SH,中国西电,0.20908483633934538,18.1,56.34615384615386,-0.022150189086980018,0.04176928211263578
300145.SZ,南方泵业,0.20902612826603328,5.09,46.875,-0.04859813084112146,0.030179806670032703
300065.SZ,海兰信,0.20865603644646935,26.53,46.62998624484183,-0.07753824756606399,0.041337227200711306
603016.SH,新宏泰,0.20772058823529416,52.56,58.39172505839173,-0.1434159061277705,0.10904224461142427
688518.SH,联赢激光,0.2072328321820398,29.71,60.31294452347083,-0.07416640698036779,0.05437333736909144
301377.SZ,鼎泰高科,0.20723262374967955,235.35,61.5365643112591,-0.03769881833421924,0.04021674155218826
002635.SZ,安洁科技,0.20669577874818046,16.58,56.51260504201677,-0.05955757231990929,0.03151738243867841
002409.SZ,雅克科技,0.20537990821009688,94.55,64.49948400412795,-0.025257731958762915,0.032017269313647484
300739.SZ,明阳电路,0.20533227218463979,30.29,56.92742695570217,-0.06367851622874814,0.040233243012455726
920821.BJ,则成电子,0.20468978993649256,24.66,60.37735849056604,-0.08666666666666666,0.06439564519776865
300432.SZ,富临精工,0.20441242683475913,26.75,54.47247706422019,-0.07279029462738307,0.040005103290396554
603124.SH,江南新材,0.20398773006134951,133.45,60.96718480138167,-0.05354609929078022,0.04305264014031569
301568.SZ,思泰克,0.20340681362725443,60.05,64.91340602950609,-0.015573770491803324,0.03341807378946268
688003.SH,天准科技,0.2015540015540016,77.32,59.697732997481076,-0.04965585054080637,0.044270548906908125
301557.SZ,常友科技,0.2014483884128926,117.79,54.82980680772771,-0.016777963272120125,0.04971043250256335
688055.SH,龙腾光电,0.20103092783505172,4.66,60.9625668449198,-0.04703476482617578,0.044362809124417264
603220.SH,中贝通信,0.20077220077220082,31.1,47.77479892761395,-0.09144025708442874,0.06706323323140452
601339.SH,百隆东方,0.20027816411682897,8.63,58.57988165680472,-0.09157894736842097,0.0630210169629511
300817.SZ,双飞集团,0.19977037887485638,20.9,60.45751633986926,-0.040844424047728346,0.045077329532043575
002498.SZ,汉缆股份,0.19894598155467724,9.1,51.35135135135135,-0.04210526315789478,0.06239752184732027
688636.SH,智明达,0.1985559566787003,46.48,53.74203821656051,-0.0432276657060519,0.045848682275307376
605058.SH,澳弘电子,0.19840294840294836,39.02,63.44827586206896,-0.01613716591023685,0.03392015260964995
002124.SZ,天邦食品,0.19831223628691963,2.84,47.30538922155688,-0.13414634146341461,0.08441178355461734
601233.SH,桐昆股份,0.19728260869565228,22.03,59.88023952095809,-0.09897750511247437,0.06964323009202227
688629.SH,华丰科技,0.19504882645194455,139.51,55.6813104988831,-0.0605387205387206,0.04128288261234531
002815.SZ,崇达技术,0.19321533923303824,16.18,56.22775800711743,-0.020581113801452777,0.036671445921910524
002899.SZ,英派斯,0.19277108433734935,34.65,62.2857142857143,-0.04545454545454542,0.026722329055142505
600331.SH,宏达股份,0.19259259259259265,17.71,58.510638297872354,-0.05997876857749464,0.055958955241678286
301165.SZ,锐捷网络,0.1923076923076923,102.3,56.74325674325674,-0.02959590210586231,0.0382275861626768
002654.SZ,万润科技,0.19069767441860463,15.36,54.15019762845849,-0.0489164086687306,0.039913803363111344
300450.SZ,先导智能,0.18927444794952675,56.55,58.80560633759903,-0.049739539573180995,0.03824091161068124
301607.SZ,富特科技,0.189165382074433,54.0,60.970636215334416,-0.056768558951965066,0.04837188200567386
002613.SZ,北玻股份,0.18784530386740328,4.3,56.07476635514019,-0.0652173913043478,0.047582374362558306
002876.SZ,三利谱,0.1878347360367254,31.05,64.46601941747576,-0.02938418255704901,0.036902050921264924
301393.SZ,昊帆生物,0.186491935483871,58.85,50.72655217965654,-0.06661379857256139,0.04686659230535926
603881.SH,数据港,0.18581838565022424,42.31,50.77860528097497,-0.04319312528267744,0.040892325842976425
688512.SH,慧智微-U,0.18418766290182464,13.63,62.184873949579845,-0.002196193265007274,0.02888716890620769
000039.SZ,中集集团,0.18385650224215233,13.2,61.5546218487395,-0.032967032967033044,0.05756457245800329
603211.SH,晋拓股份,0.18381112984822923,28.08,56.731583403895,-0.03172413793103454,0.048622324999739244
605305.SH,中际联合,0.18343195266272194,46.0,61.262665627435695,-0.05930470347648259,0.039952674474516586
688638.SH,誉辰智能,0.18263157894736826,44.94,59.62616822429905,-0.047477744807121705,0.022684270085650406
603488.SH,展鹏科技,0.18155339805825244,12.17,58.93909626719057,-0.07663125948406675,0.05195953074296791
600847.SH,万里股份,0.1812400635930047,14.86,56.497175141242884,-0.022368421052631572,0.04049169571982364
600562.SH,国睿科技,0.17874999999999996,28.29,57.258064516129025,-0.08089668615984412,0.03693831191724831
600032.SH,浙江新能,0.17861080485115766,10.69,57.39130434782608,-0.13790322580645167,0.07203779876268537
000626.SZ,远大控股,0.17834394904458595,9.25,61.560693641618506,-0.04045643153526977,0.04548984027549048
600658.SH,电子城,0.17802197802197806,5.36,55.07246376811596,-0.030741410488245916,0.0359725920050253
002559.SZ,亚威股份,0.1778487752928648,11.06,60.40955631399318,-0.011617515638963271,0.02904795861387343
002340.SZ,格林美,0.17639429312581067,9.07,62.17948717948719,-0.06398348813209487,0.05397441321596668
002993.SZ,奥海科技,0.17555208565692637,52.7,50.479846449136275,-0.05892857142857138,0.05160547070333581
300757.SZ,罗博特科,0.17499999999999982,512.3,53.663952627683194,-0.0948763250883393,0.03925018576793785
600356.SH,恒丰纸业,0.17426900584795302,10.04,64.24581005586593,-0.011811023622047341,0.03674398028966489
920491.BJ,奥迪威,0.17416481069042322,26.36,56.836461126005354,-0.05789849892780561,0.04198218260460408
603496.SH,恒为科技,0.1737680622452762,31.68,57.57575757575759,-0.03326212999694853,0.04054861996558376
301592.SZ,六九一二,0.17335670464504815,133.88,62.54565889294745,-0.0486747672848717,0.04815234520558535
603912.SH,佳力图,0.17329255861365955,11.51,58.253968253968246,-0.029510961214165233,0.05010239765817965
002812.SZ,恩捷股份,0.17194440464249894,81.79,62.37812128418551,-0.06749515448637541,0.0859578780159058
000767.SZ,晋控电力,0.17174515235457077,4.23,61.49425287356322,-0.029816513761467864,0.05273379586784405
002415.SZ,海康威视,0.17086092715231782,35.36,63.91437308868505,-0.04664330008088444,0.041021216827060156
688199.SH,久日新材,0.16942984229680547,28.92,64.44444444444446,-0.015991833957128235,0.030798164960656405
002015.SZ,协鑫能科,0.16887608069164273,20.28,59.33734939759036,-0.0654377880184331,0.05716044414469121
688143.SH,长盈通,0.16821667482460434,71.6,58.680227057710496,-0.09937106918239001,0.0604548357750287
300895.SZ,铜牛信息,0.16759868421052637,70.99,60.38303693570451,-0.027534246575342536,0.059261033499631466
688700.SH,东威科技,0.16725978647686812,65.6,60.98967820279295,-0.0267062314540061,0.03952627252879423
688010.SH,福光股份,0.1670549084858568,35.07,54.013015184381786,-0.046233342398694664,0.023919470244982272
688063.SH,派能科技,0.16693679092382485,79.2,56.61465400271372,-0.0286975717439294,0.04019680904658552
603091.SH,众鑫股份,0.16685174902831745,84.06,59.33806146572105,-0.04062999315224837,0.03827550020493659
000695.SZ,滨海能源,0.16666666666666674,15.05,53.296703296703306,-0.05701754385964913,0.04520826426780788
300099.SZ,尤洛卡,0.16585956416464898,9.63,55.27156549520767,-0.06413994169096195,0.04389191984636044
605118.SH,力鼎光电,0.165796669152374,46.9,60.30066815144763,-0.05993185007015438,0.05223370812214109
002242.SZ,九阳股份,0.16510903426791268,11.22,63.123644251626914,-0.10597609561752988,0.05834940497680132
002718.SZ,友邦吊顶,0.1649836649836649,78.45,57.7755905511811,-0.04943656852053797,0.03605340889257837
603701.SH,德宏股份,0.16472694717994618,26.02,60.472972972972975,-0.018113207547169826,0.02996406455265719
600268.SH,国电南自,0.16446402349486045,15.86,53.498871331828425,-0.024600246002460153,0.029777060584617245
300880.SZ,迦南智能,0.1636452719255268,23.75,55.6840077071291,-0.025840853158326457,0.03769835101293885
300400.SZ,劲拓股份,0.16362308254200153,31.86,63.36421952957947,-0.004375000000000018,0.06449914121436814
301238.SZ,瑞泰新材,0.1635416666666667,22.34,60.33653846153845,-0.026155187445510087,0.03896358852158175
002738.SZ,中矿资源,0.16342412451361854,86.71,51.87116564417178,-0.08340380549682877,0.04818737813883663
002448.SZ,中原内配,0.163090128755365,16.26,56.26865671641792,-0.07191780821917797,0.040715370647434634
003019.SZ,宸展光电,0.16274509803921555,35.58,62.168674698795115,-0.029459901800327287,0.029757717017471378
002380.SZ,科远智慧,0.16274444812727862,35.08,56.34615384615384,-0.06900212314225057,0.02910553543067833
300763.SZ,锦浪科技,0.16231785835310064,102.9,59.7501024170422,-0.019999999999999945,0.04542036396398973
600292.SH,电投水电,0.16192560175054704,15.93,53.072625698324,-0.043817527010804345,0.029304946445140378
605088.SH,冠盛股份,0.1613992022092665,37.85,58.645707376058034,-0.006300866369125807,0.0345353955167458
300750.SZ,宁德时代,0.15996255752879707,446.11,47.4783723165652,-0.048298666666666636,0.03374732118644853
688521.SH,芯原股份,0.15983517675124692,267.4,56.501317447588505,-0.09954202586206898,0.06307319650047338
603693.SH,江苏新能,0.1597938144329898,15.75,63.19018404907976,-0.05688622754491014,0.05341585058472681
603380.SH,易德龙,0.15891238670694863,38.36,61.105318039624606,-0.037390213299874575,0.029075587638446723
300972.SZ,万辰集团,0.15840829394724798,227.94,60.69676153091267,-0.028098750692875128,0.050893971674341294
605016.SH,百龙创园,0.1576986754966887,27.97,61.931818181818166,-0.03385146804835926,0.02813872646283989
000037.SZ,深南电A,0.15734989648033126,11.18,62.9032258064516,-0.06286672254819782,0.06314192318683048
688248.SH,南网科技,0.15703839122486274,63.29,58.85660731021557,-0.03374045801526719,0.04398502925737906
002906.SZ,华阳集团,0.15693430656934315,31.7,53.0864197530864,-0.04575556893437687,0.02432854254400217
603613.SH,国联股份,0.1568228105906313,28.4,54.65686274509803,-0.04215851602023609,0.04572202373276597
300547.SZ,川环科技,0.156633221850613,41.5,58.322981366459636,-0.07366071428571423,0.04174099242691991
002802.SZ,洪汇新材,0.15637216575449564,14.79,49.43977591036415,-0.13102232667450062,0.05566262257098595
301079.SZ,邵阳液压,0.15628042843232715,47.5,46.13831398283695,-0.10156988840552293,0.057444387094739334
000973.SZ,佛塑科技,0.15524079320113326,20.39,64.9325626204239,-0.0835955056179775,0.06895132869190435
688658.SH,悦康药业,0.1552270327349523,21.88,58.80640465793304,-0.026690391459074796,0.046833476330279344
300560.SZ,中富通,0.1547698465643761,17.31,56.74074074074074,-0.004027617951668601,0.049166692674839314
300618.SZ,寒锐钴业,0.15442790924615757,47.32,54.823685961410526,-0.05567750947914586,0.03665449850765475
002487.SZ,大金重工,0.1544207524107022,85.0,61.05390672319806,-0.0974729241877257,0.0546266979693691
002157.SZ,正邦科技,0.1540983606557378,3.52,54.90196078431373,-0.04347826086956525,0.047340770180758954
603819.SH,神力股份,0.1536121673003803,15.17,59.18762088974853,-0.028809218950063976,0.039377246618155365
301628.SZ,强达电路,0.15330731512058438,115.25,61.40466032162784,-0.007834022038567465,0.0287383335859768
